path_num,points,times,Energy
565,"-4,-1,1;1,-1,1;-1,0,1;0,0,1;-2,-1,1;-1,-1,1;-1,0,1","103,76,97,101,75,73,87",0
566,"-1,0,1;0,0,1;0,-1,1;1,1,1;-1,2,1;0,-2,1;1,1,1;-2,-3,1","96,53,75,83,63,80,56,97",0
567,"-2,-3,1;0,2,1;0,2,1;-2,2,1;-1,3,1;0,-5,1;0,2,1;1,-2,1","58,87,57,117,70,107,99,52",0
568,"1,-2,1;1,0,1;3,1,1;-4,-1,1;3,-1,1;5,0,1;5,1,1;5,2,1","118,68,58,91,50,79,110,90",0
569,"5,2,1;-5,4,1;2,-5,1;4,-4,1;-4,3,1;1,4,1;-3,-5,1;0,2,1","115,79,88,74,63,76,58,111",0
570,"0,2,1;-1,2,1;0,2,1;-2,2,1;0,3,1;-1,5,1;-1,5,1","100,65,51,92,116,118,118",0
571,"-1,5,1;0,-5,1;2,-4,1;2,3,1;2,-3,1;3,-1,1;-5,0,1","94,56,92,73,100,92,99",0
572,"-5,0,1;-2,-1,1;0,0,1;1,-1,1;3,0,1;-5,0,1;-3,2,1;0,2,1;1,4,1","53,99,56,70,51,90,87,81,73",0
573,"1,4,1;2,-5,1;-2,4,1;0,-5,1;0,2,1;2,-3,1;-2,-1,1;0,1,1","78,61,85,51,97,81,115,94",0
574,"0,1,1;-1,-2,1;0,0,1;-2,0,1;1,0,1;-2,1,1;0,-3,1","113,64,70,119,83,112,79",0
575,"0,-3,1;-2,2,1;0,-2,1;-1,0,1;0,1,1;2,-3,1;-3,2,1","87,81,94,106,70,86,103",0
576,"-3,2,1;2,-2,1;-4,0,1;3,2,1;3,-2,1;4,1,1;-5,1,1;-4,1,1;2,3,1","72,67,61,51,75,86,79,56,85",0
577,"2,3,1;-2,-3,1;0,0,1;1,2,1;-3,3,1;-1,3,1;0,-3,1;-2,0,1","101,105,53,104,82,51,103,79",0
578,"-2,0,1;0,-2,1;-2,-1,1;0,0,1;1,2,1;-1,-2,1;0,0,1;2,0,1","90,57,96,81,111,58,103,84",0
579,"2,0,1;2,0,1;-4,-2,1;3,1,1;-3,-1,1;2,0,1;2,-1,1;3,0,1","73,86,64,67,91,88,92,101",0
580,"3,0,1;3,2,1;-3,3,1;1,4,1;-1,5,1;0,-5,1;-2,-4,1;1,3,1","64,60,87,97,98,85,80,102",0
581,"1,3,1;-1,-5,1;0,2,1;0,-3,1;2,-1,1;2,0,1;-2,0,1","119,105,109,114,93,50,85",0
582,"-2,0,1;0,0,1;0,1,1;0,1,1;0,2,1;-2,2,1;0,-3,1","100,96,115,51,111,65,106",0
583,"0,-3,1;0,1,1;2,-3,1;-4,-2,1;3,0,1;5,-2,1;-5,1,1;2,2,1;-2,-3,1","92,63,51,82,79,76,57,59,86",0
584,"-2,-3,1;1,-1,1;-3,0,1;2,2,1;4,3,1;-5,5,1;4,-5,1;-4,-2,1","60,52,51,93,62,110,82,119",0
585,"-4,-2,1;2,0,1;-4,1,1;-3,2,1;-1,2,1;1,-3,1;2,0,1;3,0,1;-5,0,1","54,51,100,57,107,100,58,64,97",0
586,"-5,0,1;-3,0,1;1,1,1;-1,-1,1;0,0,1;-1,2,1;0,2,1;0,-4,1","74,53,114,67,58,109,89,117",0
587,"0,-4,1;2,-1,1;4,-1,1;-4,0,1;1,1,1;2,2,1;-3,-3,1;-1,-1,1","74,68,75,51,111,61,109,73",0
588,"-1,-1,1;0,0,1;0,2,1;2,4,1;-4,-4,1;-3,3,1;2,3,1;-4,-3,1","76,85,55,68,99,68,68,81",0
589,"-4,-3,1;3,0,1;-5,0,1;2,-1,1;-3,0,1;-2,0,1;1,-1,1","104,109,115,114,107,93,55",0
590,"1,-1,1;-3,0,1;-1,-1,1;0,1,1;1,1,1;2,1,1;-3,3,1;2,3,1;-2,-4,1","102,65,85,67,51,53,94,77,50",0
591,"-2,-4,1;0,-1,1;1,1,1;3,1,1;4,3,1;-5,-4,1;-2,-3,1;1,-2,1","97,108,103,65,60,55,80,60",0
592,"1,-2,1;3,0,1;3,0,1;3,0,1;5,-1,1;-5,0,1;2,-1,1","77,110,85,87,67,104,109",0
593,"2,-1,1;-4,0,1;2,-2,1;-3,1,1;2,-2,1;-3,1,1;0,3,1;1,-3,1;1,0,1","75,106,65,50,68,56,82,111,57",0
594,"1,0,1;2,2,1;-4,-3,1;2,2,1;2,4,1;-3,4,1;2,-5,1;-2,4,1","74,61,62,57,114,75,96,119",0
595,"-2,4,1;0,-5,1;-2,-2,1;0,0,1;0,1,1;-2,1,1;1,1,1;-2,-2,1","117,72,55,87,71,83,116,87",0
596,"-2,-2,1;0,-1,1;0,-1,1;0,0,1;-1,0,1;0,-2,1;0,0,1","93,57,114,89,108,104,51",0
597,"0,0,1;-1,1,1;0,1,1;2,-1,1;-2,0,1;0,2,1;-2,-4,1;-1,-1,1","94,66,108,102,61,51,67,77",0
598,"-1,-1,1;0,1,1;2,2,1;3,-3,1;3,1,1;5,3,1;5,-4,1;5,-2,1;-5,-1,1","74,91,67,84,68,67,70,54,50",0
599,"-5,-1,1;-2,0,1;0,0,1;0,0,1;1,2,1;1,3,1;2,4,1;-2,-5,1","72,78,64,117,96,106,74,61",0
600,"-2,-5,1;-1,-3,1;0,1,1;-1,1,1;0,-1,1;2,0,1;-2,-1,1;1,0,1","93,79,102,92,87,58,92,61",0
601,"1,0,1;-3,0,1;-2,-1,1;1,0,1;1,2,1;-1,-3,1;0,2,1;-2,3,1","89,96,95,72,102,57,70,103",0
602,"-2,3,1;0,5,1;0,-5,1;0,-2,1;0,0,1;0,-1,1;-2,0,1;1,0,1","97,74,73,99,62,96,70,63",0
603,"1,0,1;3,-2,1;-5,0,1;-3,1,1;2,3,1;-2,-4,1;0,-1,1;-2,0,1","104,81,69,60,70,95,72,98",0
604,"-2,0,1;0,0,1;1,0,1;-2,2,1;0,-2,1;-1,0,1;0,-2,1;-2,0,1;1,-2,1","59,50,83,61,56,83,59,81,112",0
605,"1,-2,1;-3,0,1;0,0,1;0,-2,1;-2,-1,1;0,0,1;-1,1,1","104,88,79,65,116,114,86",0
606,"-1,1,1;1,2,1;-1,-3,1;-1,0,1;0,-1,1;2,-1,1;-2,0,1","109,82,81,100,76,105,82",0
607,"-2,0,1;0,0,1;1,0,1;2,0,1;-3,2,1;-2,4,1;0,-5,1","117,75,84,100,53,113,63",0
608,"0,-5,1;0,2,1;1,3,1;-3,-4,1;0,-2,1;-2,0,1;0,-1,1;-1,0,1","89,79,78,80,108,76,95,85",0
609,"-1,0,1;0,2,1;-1,2,1;0,2,1;0,2,1;-1,3,1;-1,-5,1;0,3,1","57,69,110,78,88,77,102,64",0
610,"0,3,1;-1,3,1;-1,4,1;-1,4,1;0,4,1;-1,4,1;0,-5,1;-1,2,1;-1,-4,1","85,98,78,80,88,60,73,62,73",0
611,"-1,-4,1;1,-1,1;3,1,1;-4,3,1;-2,3,1;-1,5,1;0,5,1;1,5,1","70,66,107,117,113,99,57,51",0
612,"1,5,1;2,-5,1;4,-4,1;5,2,1;-5,-2,1;-4,-1,1;2,0,1","106,69,95,90,82,50,109",0
613,"2,0,1;-4,0,1;-3,2,1;2,-2,1;2,0,1;-2,1,1","117,117,88,118,108,119",0
614,"-2,1,1;1,-3,1;-1,1,1;0,2,1;0,2,1;2,3,1;3,3,1;-4,-3,1","87,78,71,101,115,55,94,85",0
615,"-4,-3,1;-1,2,1;1,2,1;2,-3,1;3,1,1;5,-2,1;-5,0,1","62,67,59,84,118,111,104",0
616,"-5,0,1;4,-1,1;5,0,1;-5,1,1;3,-3,1;-3,2,1;0,-2,1","106,118,80,74,117,78,98",0
617,"0,-2,1;0,1,1;0,-2,1;-2,0,1;0,1,1;-1,2,1;0,3,1;0,5,1","106,91,62,84,71,75,103,65",0
618,"0,5,1;1,5,1;1,-5,1;1,2,1;3,-3,1;-5,0,1;2,2,1","57,114,100,114,91,101,78",0
619,"2,2,1;4,2,1;5,2,1;5,-3,1;-5,0,1;3,0,1;5,2,1;-5,2,1","105,62,107,52,92,67,111,98",0
620,"-5,2,1;4,-3,1;-5,2,1;2,-3,1;3,0,1;5,0,1;-5,-1,1;-2,-1,1","55,85,64,108,55,63,108,107",0
621,"-2,-1,1;0,1,1;0,2,1;-2,-4,1;1,-2,1;-2,0,1;1,1,1;-1,-1,1","110,117,70,51,50,91,58,93",0
622,"-1,-1,1;0,0,1;-1,1,1;0,3,1;2,-3,1;-2,0,1;0,0,1;2,-1,1","112,66,83,70,71,77,102,61",0
623,"2,-1,1;-3,1,1;-2,-1,1;-1,1,1;0,1,1;2,1,1;-3,-3,1;1,-2,1","68,54,108,111,81,87,64,98",0
624,"1,-2,1;3,0,1;3,2,1;5,3,1;-5,-3,1;3,-2,1;-3,-1,1;-1,0,1","83,103,116,60,97,93,56,83",0
625,"-1,0,1;-1,0,1;-1,-1,1;0,-1,1;1,0,1;3,2,1;3,-3,1","82,89,83,108,115,99,70",0
626,"3,-3,1;5,0,1;-5,1,1;-3,3,1;1,5,1;2,5,1;2,-5,1","56,87,108,94,89,105,69",0
627,"2,-5,1;3,-3,1;5,0,1;-5,-2,1;4,0,1;-4,0,1;-2,2,1;0,4,1;0,-5,1","67,71,96,50,78,77,56,96,86",0
628,"0,-5,1;-1,-3,1;0,0,1;-1,-2,1;0,0,1;-2,0,1;0,0,1;-2,0,1","113,83,114,68,99,61,63,76",0
629,"-2,0,1;0,-1,1;0,1,1;-2,-2,1;0,1,1;2,3,1;2,-3,1;4,-1,1","104,104,73,115,50,63,56,88",0
630,"4,-1,1;5,1,1;5,3,1;-5,-3,1;3,-2,1;-3,0,1;1,0,1;-2,2,1;1,4,1","70,70,51,86,92,65,104,52,56",0
631,"1,4,1;-3,-5,1;0,-3,1;0,-1,1;1,0,1;3,0,1;4,2,1","101,101,94,55,94,95,94",0
632,"4,2,1;5,-2,1;5,0,1;-5,0,1;3,1,1;4,3,1;-4,-3,1","102,74,86,109,119,97,94",0
633,"-4,-3,1;-1,-1,1;0,-1,1;2,0,1;2,2,1;-2,-2,1","92,105,76,107,110,109",0
634,"-2,-2,1;0,0,1;-1,1,1;1,1,1;-1,-1,1;0,-1,1;-2,0,1;0,0,1","65,89,108,86,60,101,84,103",0
635,"0,0,1;2,-2,1;-3,1,1;-2,1,1;0,2,1;2,2,1;-2,-2,1;0,0,1","51,104,66,54,78,85,66,92",0
636,"0,0,1;-2,0,1;0,1,1;-2,-1,1;0,0,1;1,0,1;1,0,1;-1,-2,1","73,119,76,114,57,96,53,106",0
637,"-1,-2,1;0,0,1;-2,2,1;0,-4,1;1,-3,1;3,-1,1;4,0,1","94,116,119,84,107,67,96",0
638,"4,0,1;-4,0,1;2,1,1;-3,1,1;0,-1,1;1,0,1;-1,1,1","92,119,55,69,90,102,117",0
639,"-1,1,1;-1,3,1;0,3,1;2,-4,1;-3,-2,1;-2,1,1;0,-3,1;-2,2,1","86,97,107,90,52,74,74,113",0
640,"-2,2,1;1,3,1;3,4,1;3,5,1;4,5,1;4,-5,1","111,83,85,110,113,89",0
641,"4,-5,1;-4,-2,1;-3,1,1;1,2,1;-3,-2,1;-1,1,1;1,1,1;-1,-3,1;0,0,1","63,76,62,110,53,76,72,51,70",0
642,"0,0,1;1,-1,1;1,1,1;-3,-2,1;2,0,1;4,0,1;5,-2,1;-5,0,1;2,0,1","93,62,51,117,92,72,58,61,65",0
643,"2,0,1;2,0,1;2,2,1;-2,-3,1;0,-1,1;-2,0,1;0,-2,1;1,-1,1","71,105,63,61,66,67,108,111",0
644,"1,-1,1;3,0,1;4,1,1;4,3,1;4,5,1;-5,5,1;4,-5,1","59,71,84,82,113,117,97",0
645,"4,-5,1;5,4,1;-5,4,1;-3,-5,1;-2,3,1;-1,-4,1;0,-1,1","117,69,109,78,116,84,100",0
646,"0,-1,1;-1,-1,1;0,0,1;0,-2,1;2,0,1;-4,0,1;2,2,1;-2,3,1","87,50,54,69,57,115,114,92",0
647,"-2,3,1;0,3,1;2,-3,1;3,-1,1;3,-1,1;-5,0,1;3,0,1;4,1,1","61,55,54,96,97,65,74,109",0
648,"4,1,1;4,-1,1;-5,1,1;-2,1,1;-1,-3,1;-1,2,1;0,-2,1;-2,-1,1","96,96,63,58,114,97,61,114",0
649,"-2,-1,1;-1,1,1;0,-3,1;2,2,1;-2,-2,1;-1,0,1;0,0,1;2,-2,1","108,79,75,63,96,65,87,55",0
650,"2,-2,1;2,1,1;4,3,1;-5,3,1;4,-5,1;-4,4,1;-3,-5,1;0,3,1","59,82,67,69,65,111,112,111",0
651,"0,3,1;1,-3,1;-1,2,1;0,2,1;-2,4,1;-1,4,1;-1,4,1;0,-4,1","111,113,74,77,54,114,66,51",0
652,"0,-4,1;-2,1,1;0,-1,1;-1,1,1;0,1,1;2,-2,1;2,0,1;-4,-1,1","58,69,77,118,113,76,108,78",0
653,"-4,-1,1;2,0,1;-2,0,1;1,1,1;-1,1,1;0,-2,1;1,0,1;2,2,1","94,119,73,67,79,102,65,90",0
654,"2,2,1;-4,4,1;-1,-5,1;0,-3,1;-1,2,1;0,-4,1;0,3,1;2,4,1","82,101,79,62,103,78,77,84",0
655,"2,4,1;-4,4,1;3,4,1;-5,-4,1;-2,-1,1;0,1,1;1,2,1","72,64,104,107,78,114,51",0
656,"1,2,1;3,-2,1;-3,0,1;1,2,1;-3,-4,1;0,3,1;0,3,1;-2,4,1","61,66,82,92,65,85,109,115",0
657,"-2,4,1;0,-5,1;-2,3,1;0,5,1;-1,-5,1;1,4,1;-2,-4,1;1,-2,1","58,116,78,111,70,106,51,106",0
658,"1,-2,1;-3,0,1;-2,-2,1;0,0,1;0,-2,1;2,0,1;4,-1,1;-5,0,1","102,85,86,84,64,97,105,71",0
659,"-5,0,1;2,-1,1;-2,-1,1;0,0,1;0,-2,1;0,-1,1;1,0,1","63,118,112,92,105,51,81",0
660,"1,0,1;1,-2,1;-1,-1,1;0,0,1;2,-1,1;-4,0,1;-1,0,1","95,101,66,81,60,85,103",0
661,"-1,0,1;-1,0,1;0,-2,1;-1,0,1;0,-1,1;1,0,1;2,1,1;-2,-3,1","55,80,56,109,73,82,87,87",0
662,"-2,-3,1;0,0,1;1,-1,1;2,0,1;3,2,1;5,-3,1;-5,1,1;-2,-1,1","114,86,54,73,67,105,95,52",0
663,"-2,-1,1;-1,-1,1;0,0,1;-1,2,1;1,-2,1;-2,0,1;0,1,1","70,95,66,73,61,109,112",0
664,"0,1,1;-1,3,1;0,-4,1;1,-1,1;-1,0,1;0,-1,1;-1,0,1;0,-1,1","94,113,69,94,53,117,64,91",0
665,"0,-1,1;1,0,1;-1,0,1;0,0,1;1,0,1;-2,2,1;0,-4,1;0,3,1","62,81,57,88,64,105,111,59",0
666,"0,3,1;-2,5,1;0,-5,1;1,-3,1;1,2,1;-1,-4,1;-1,3,1;1,-3,1;-2,1,1","70,71,77,52,79,55,55,100,118",0
667,"-2,1,1;1,1,1;-2,3,1;0,-3,1;0,-1,1;-2,-1,1;1,0,1","102,97,95,100,99,107,51",0
668,"1,0,1;-1,-2,1;0,-1,1;0,0,1;2,-1,1;-2,0,1;0,0,1","118,102,95,56,82,87,65",0
669,"0,0,1;0,-2,1;-1,1,1;0,-3,1;2,-2,1;-2,0,1;-1,0,1;0,1,1","92,88,52,73,115,54,106,115",0
670,"0,1,1;0,3,1;2,4,1;3,5,1;-3,5,1;-1,5,1;0,-5,1","92,51,66,116,117,95,118",0
671,"0,-5,1;2,2,1;-2,-4,1;0,1,1;-2,3,1;0,5,1;-1,-5,1;0,-4,1","86,83,77,101,51,65,117,109",0
672,"0,-4,1;2,2,1;-3,4,1;-2,-4,1;0,1,1;0,2,1;2,4,1;-3,-5,1","100,82,102,107,52,61,52,84",0
673,"-3,-5,1;-1,-4,1;0,1,1;0,3,1;0,-4,1;1,2,1;-2,4,1","100,108,91,101,85,58,116",0
674,"-2,4,1;0,-4,1;2,-1,1;3,-1,1;-4,-1,1;2,-1,1;2,0,1","69,78,107,73,73,115,119",0
675,"2,0,1;-4,1,1;3,3,1;-4,-4,1;-1,1,1;0,-3,1;-2,2,1;0,3,1","103,88,60,92,106,61,94,89",0
676,"0,3,1;1,-3,1;-3,1,1;0,-2,1;-1,0,1;0,2,1;0,2,1;1,2,1","84,114,101,56,92,65,85,52",0
677,"1,2,1;-3,-4,1;-1,1,1;0,-3,1;0,-1,1;0,0,1;1,-1,1;-1,0,1","108,72,59,90,101,108,54,63",0
678,"-1,0,1;1,1,1;-1,-1,1;0,0,1;0,2,1;-2,2,1;0,-3,1;0,-1,1;-2,0,1","82,87,54,63,105,91,85,51,74",0
679,"-2,0,1;0,0,1;1,2,1;-3,-3,1;-2,1,1;-1,2,1;0,3,1;0,-3,1","74,76,114,77,85,66,59,58",0
680,"0,-3,1;0,2,1;2,2,1;-2,-2,1;0,0,1;1,0,1;-1,-1,1;0,0,1","77,77,109,65,117,96,59,66",0
681,"0,0,1;-1,-1,1;1,1,1;-3,1,1;0,-2,1;-2,1,1;0,2,1;0,4,1;1,4,1","70,65,51,88,87,86,78,63,79",0
682,"1,4,1;3,4,1;-4,-5,1;1,2,1;-3,3,1;-2,4,1;1,4,1;2,5,1;-3,-5,1","81,59,58,119,58,52,83,59,100",0
683,"-3,-5,1;0,-2,1;-1,0,1;0,0,1;0,1,1;-1,2,1;0,-2,1;1,0,1","67,80,81,56,83,108,57,84",0
684,"1,0,1;3,2,1;-4,2,1;-3,-4,1;-1,3,1;0,-4,1;0,-2,1;-2,0,1;0,2,1","67,90,82,66,60,104,56,51,67",0
685,"0,2,1;-2,3,1;0,3,1;0,4,1;1,-5,1;-3,3,1;0,4,1;0,5,1","86,112,76,75,74,96,106,61",0
686,"0,5,1;2,5,1;4,-5,1;5,4,1;-5,-4,1;-2,-1,1;0,0,1","57,112,110,100,113,86,86",0
687,"0,0,1;-1,-1,1;0,-1,1;-2,-1,1;0,0,1;1,2,1;-2,2,1","102,109,113,90,119,50,65",0
688,"-2,2,1;-1,-3,1;-1,-2,1;-1,0,1;0,0,1;-2,0,1;1,2,1","113,99,97,91,114,60,83",0
689,"1,2,1;2,-2,1;-2,0,1;-1,2,1;0,-2,1;0,0,1;1,0,1;1,-1,1","91,91,108,102,102,62,55,50",0
690,"1,-1,1;2,0,1;-3,-2,1;0,1,1;1,2,1;-3,-3,1;1,2,1;2,3,1","112,88,101,80,59,66,86,101",0
691,"2,3,1;2,5,1;-4,-5,1;-3,4,1;0,-5,1;1,-4,1;1,-3,1;1,1,1","118,59,62,96,56,66,97,77",0
692,"1,1,1;2,2,1;4,3,1;5,5,1;5,5,1;5,5,1;5,-5,1;5,-3,1;5,2,1","61,61,99,69,67,58,52,115,50",0
693,"5,2,1;-5,4,1;3,5,1;3,5,1;4,5,1;4,-5,1;4,-4,1;-5,1,1","108,74,67,68,106,62,100,83",0
694,"-5,1,1;4,-2,1;4,0,1;-5,2,1;-4,-3,1;-3,0,1;0,-1,1;-1,0,1;0,0,1","59,63,81,58,86,89,53,106,99",0
695,"0,0,1;0,-2,1;0,-1,1;-1,-1,1;0,-1,1;-1,0,1;0,-1,1;0,0,1","105,99,55,73,64,114,52,75",0
696,"0,0,1;-1,1,1;-1,2,1;0,-3,1;-2,2,1;-1,-3,1;0,-2,1","101,79,119,63,67,114,76",0
697,"0,-2,1;2,1,1;4,1,1;-5,-3,1;3,0,1;5,-2,1;-5,0,1;-4,-2,1","62,57,109,75,110,104,70,110",0
698,"-4,-2,1;3,0,1;-4,0,1;3,2,1;3,2,1;3,4,1;-3,-5,1","100,84,99,114,74,73,68",0
699,"-3,-5,1;1,3,1;-3,-4,1;0,3,1;2,5,1;4,5,1;-5,5,1;-4,-5,1;1,-2,1","55,59,74,111,75,76,78,80,73",0
700,"1,-2,1;1,0,1;1,0,1;-2,-2,1;0,0,1;0,2,1;0,-4,1;1,-1,1","114,96,88,105,59,50,65,113",0
701,"1,-1,1;-2,0,1;0,0,1;0,-2,1;-1,0,1;0,2,1;0,-2,1;-1,-1,1","52,88,72,86,63,58,92,85",0
702,"-1,-1,1;1,0,1;-2,2,1;0,-4,1;-1,1,1;0,2,1;1,-2,1;-3,0,1","70,113,55,109,114,81,80,69",0
703,"-3,0,1;-1,-2,1;0,0,1;2,-2,1;2,1,1;-4,1,1;-1,2,1;0,2,1;-1,-3,1","53,57,63,58,112,66,59,104,54",0
704,"-1,-3,1;0,-1,1;1,0,1;1,0,1;-3,-2,1;-1,0,1;0,2,1","95,55,108,119,118,98,64",0
705,"0,2,1;-2,4,1;0,-5,1;-1,2,1;0,3,1;-1,5,1;0,-5,1","113,100,82,86,115,93,55",0
706,"0,-5,1;0,4,1;-1,-5,1;0,-2,1;2,0,1;-2,1,1;0,-1,1;1,0,1","70,60,116,105,81,102,64,76",0
707,"1,0,1;-3,0,1;1,1,1;-3,-3,1;2,1,1;-2,-1,1;0,-1,1;0,0,1","72,51,119,105,103,66,68,56",0
708,"0,0,1;2,1,1;-4,-1,1;-2,0,1;1,-1,1;1,0,1;-3,0,1;1,2,1","98,110,112,54,62,102,55,55",0
709,"1,2,1;-1,4,1;0,5,1;-2,-5,1;0,3,1;-2,3,1;0,-3,1","102,62,82,80,98,75,109",0
710,"0,-3,1;1,1,1;2,-2,1;-2,0,1;0,2,1;2,-3,1;2,-2,1","108,89,88,83,88,75,116",0
711,"2,-2,1;-2,-1,1;-1,-1,1;0,0,1;2,0,1;-2,-2,1;0,1,1;1,2,1","105,98,50,78,76,67,59,86",0
712,"1,2,1;2,-2,1;-4,0,1;2,2,1;-3,2,1;1,-2,1;2,0,1;4,-2,1","113,71,70,52,117,85,99,69",0
713,"4,-2,1;5,0,1;-5,0,1;-3,0,1;0,0,1;2,1,1;-4,1,1","119,91,50,58,99,105,104",0
714,"-4,1,1;-3,-2,1;1,0,1;-1,0,1;0,0,1;-1,-1,1;0,1,1;-2,1,1","66,81,114,93,114,64,78,88",0
715,"-2,1,1;-1,-2,1;0,0,1;1,2,1;3,4,1;-5,5,1;4,-5,1","61,103,97,56,104,99,100",0
716,"4,-5,1;-4,3,1;3,5,1;-5,5,1;-3,5,1;0,-5,1;1,-2,1","108,109,85,62,74,77,87",0
717,"1,-2,1;3,0,1;3,1,1;3,-3,1;-3,-2,1;0,-1,1;2,0,1;-3,2,1","106,82,64,83,103,66,82,93",0
718,"-3,2,1;-1,-3,1;0,1,1;0,1,1;0,-3,1;2,0,1;-4,0,1;-1,-1,1","109,73,61,96,60,102,60,114",0
719,"-1,-1,1;0,0,1;0,-2,1;-2,1,1;0,2,1;1,-3,1;1,-1,1","93,95,78,98,111,66,81",0
720,"1,-1,1;-1,-1,1;1,0,1;-2,-1,1;0,0,1;0,1,1;0,3,1","73,107,82,101,96,73,73",0
721,"0,3,1;2,-5,1;-4,-3,1;3,0,1;-4,0,1;3,1,1;-4,3,1;1,3,1","87,65,110,92,90,105,98,50",0
722,"1,3,1;-1,-4,1;0,2,1;2,3,1;-2,5,1;0,-5,1;0,4,1;-1,5,1;1,5,1","63,60,83,84,102,76,54,104,53",0
723,"1,5,1;-1,5,1;0,5,1;0,-5,1;2,3,1;-2,3,1;-1,-4,1","92,64,67,110,117,67,102",0
724,"-1,-4,1;0,-1,1;-1,0,1;0,-2,1;0,0,1;1,0,1;1,0,1;3,0,1","97,75,72,81,67,83,77,92",0
725,"3,0,1;-3,0,1;0,0,1;0,2,1;1,-4,1;-2,-2,1;0,0,1;-2,0,1;1,-2,1","64,65,60,85,57,100,107,55,51",0
726,"1,-2,1;1,0,1;3,-1,1;-3,-1,1;-2,0,1;0,0,1;1,-2,1;3,0,1","51,75,108,50,119,79,73,109",0
727,"3,0,1;5,2,1;5,-4,1;-5,1,1;4,1,1;-5,2,1;3,4,1","114,93,81,98,113,59,89",0
728,"3,4,1;4,-4,1;5,3,1;5,-5,1;-5,2,1;2,-4,1;3,-3,1;5,0,1","89,82,60,54,112,83,77,70",0
729,"5,0,1;-5,2,1;2,3,1;3,5,1;-4,-5,1;-2,-3,1;0,-2,1","110,91,62,119,61,89,100",0
730,"0,-2,1;2,0,1;2,1,1;-4,2,1;-2,2,1;0,4,1;0,5,1;2,-5,1","80,109,98,71,83,115,66,55",0
731,"2,-5,1;-2,2,1;0,-3,1;1,0,1;3,0,1;3,0,1;4,2,1;4,-3,1;-5,1,1","96,88,74,96,50,61,65,60,61",0
732,"-5,1,1;3,-2,1;-5,0,1;-2,0,1;0,0,1;-1,-1,1;1,1,1","117,81,73,97,90,82,54",0
733,"1,1,1;2,-1,1;-2,-1,1;0,0,1;0,-1,1;2,0,1;2,2,1;3,3,1","74,94,74,69,110,96,72,72",0
734,"3,3,1;-5,-3,1;3,0,1;3,0,1;-5,-2,1;-2,-1,1;0,-1,1","115,104,66,91,101,107,70",0
735,"0,-1,1;0,-1,1;1,1,1;3,3,1;4,-3,1;-5,0,1;3,1,1","77,114,98,106,74,77,66",0
736,"3,1,1;-5,-2,1;4,-1,1;5,1,1;5,2,1;-5,-4,1;3,-3,1","52,119,105,85,113,59,113",0
737,"3,-3,1;-3,-1,1;-2,1,1;0,3,1;-1,4,1;0,-5,1;2,3,1;4,-5,1","69,52,69,91,115,62,96,112",0
738,"4,-5,1;4,4,1;5,-5,1;-5,4,1;2,-5,1;2,4,1;-3,4,1","115,99,97,104,89,93,51",0
739,"-3,4,1;0,-4,1;0,1,1;0,3,1;1,5,1;-1,-5,1;0,-3,1","103,71,91,54,103,114,118",0
740,"0,-3,1;0,-1,1;-2,0,1;0,0,1;-2,0,1;0,0,1;2,2,1;3,-3,1","84,59,101,76,69,54,116,76",0
741,"3,-3,1;-4,0,1;-3,0,1;-1,1,1;1,2,1;2,4,1;-4,5,1","60,80,107,119,83,84,115",0
742,"-4,5,1;1,5,1;1,5,1;3,-5,1;4,-2,1;-5,1,1;3,1,1","80,87,74,104,94,66,117",0
743,"3,1,1;3,-2,1;-5,0,1;-2,-1,1;0,1,1;-1,1,1;0,1,1;0,-3,1","111,103,65,60,106,100,83,63",0
744,"0,-3,1;-2,-1,1;1,-1,1;-3,0,1;0,0,1;-1,0,1;0,0,1","84,73,99,93,59,107,101",0
745,"0,0,1;2,-1,1;2,-1,1;-2,1,1;1,2,1;2,-4,1;3,1,1","60,86,93,117,74,103,114",0
746,"3,1,1;4,3,1;5,4,1;5,-4,1;5,3,1;-5,-5,1;-2,3,1","91,119,114,50,53,98,111",0
747,"-2,3,1;-1,5,1;1,-5,1;-2,3,1;1,5,1;2,-5,1;4,-3,1;-5,-2,1","100,69,85,57,61,101,82,61",0
748,"-5,-2,1;-2,1,1;-1,-2,1;1,0,1;1,1,1;1,-2,1;-1,0,1;1,2,1","77,114,94,92,54,71,81,105",0
749,"1,2,1;-3,4,1;1,5,1;-1,5,1;1,5,1;1,5,1;-3,5,1;1,-5,1","105,64,67,81,65,117,117,82",0
750,"1,-5,1;-3,4,1;0,-4,1;-2,1,1;0,-1,1;0,0,1;2,0,1","84,79,58,106,118,111,111",0
751,"2,0,1;-4,0,1;-2,-2,1;0,0,1;-2,2,1;0,-4,1;-1,2,1;0,2,1","83,90,101,93,72,84,94,55",0
752,"0,2,1;0,-2,1;2,0,1;-4,0,1;-1,0,1;0,1,1;-1,1,1;0,-2,1","75,69,89,73,99,84,78,84",0
753,"0,-2,1;-2,-1,1;0,0,1;0,1,1;-1,3,1;0,3,1;-2,-4,1;1,1,1","78,52,111,68,114,85,99,82",0
754,"1,1,1;3,-2,1;-3,0,1;0,0,1;0,0,1;0,2,1;0,3,1;-1,-3,1;0,2,1","92,115,66,97,65,60,58,75,55",0
755,"0,2,1;0,4,1;0,-4,1;2,1,1;3,1,1;5,-3,1;5,1,1","115,106,85,66,72,98,110",0
